,created_at,text,coordinates
2576,Sat Nov 30 13:26:52 +0000 2013,RT @coloradowx: *Most* modeling now support overnight lows to -15°F or lower in #Denver during the height of upcoming #Arctic attack. #COwx…,
2577,Sun Dec 01 05:23:52 +0000 2013,"Listen to the local buzz for #Boulder, #Utah here! http://t.co/LqG6nAGl6b","{'type': 'Point', 'coordinates': [-111.426646, 37.916606]}"
2578,Sat Nov 30 23:48:31 +0000 2013,Today is Small Business Saturday! #supportlocalbusiness! #pearlst #boulder #japango,
2579,Sat Nov 30 16:09:11 +0000 2013,The deep freeze is coming! Highs by the end of the week may struggle to reach 10 degrees in #Denver #cowx,
2580,Sat Nov 30 18:13:06 +0000 2013,"Forget cooking, we will do it for you. All new specials and happy hour at 5pm #boulder #dinner #food",
2581,Sun Dec 01 00:33:48 +0000 2013,"Latest NWS fcst disco: ""...this will be the strongest #Arctic outbreak that we have seen in almost 3 years."" #COwx #weather #Denver #Boulder",
2582,Sat Nov 30 17:11:42 +0000 2013,"A #Colorado River float in November? Sure! Courtesy, Eileen Wysocki in the Glenwood Canyon #COwx #WesternSlope http://t.co/XtHIIo52ke",
2583,Sun Dec 01 05:36:41 +0000 2013,"RT @ChrisSpearsKOA: Get outdoor projects done by Tuesday. Single digits &amp; teens for highs, below zero lows possible by end of week #cowx ht…",
2584,Sat Nov 30 20:43:13 +0000 2013,GFS MOS :: 71°F on Mon in #Denver; NAM MOS :: 59°. Former likely to be closer to reality as warmth surges northward ahead of front! #COwx,
2585,Sun Dec 01 00:38:20 +0000 2013,"RT @coloradowx: Latest NWS fcst disco: ""...this will be the strongest #Arctic outbreak that we have seen in almost 3 years."" #COwx #weather…",
2586,Sun Dec 01 00:41:23 +0000 2013,Overnight lows Wednesday night are liable to be ≧65°F colder than Monday's high near 70°F in #Denver. #COwx #weather #Boulder #Arctic #COLD,
2587,Sun Dec 01 05:35:35 +0000 2013,RT @MattMakens247Wx: Strong indication that next week's cold could be coldest since Jan 2011: http://t.co/vXhbfj5hE9 #COwx http://t.co/7meG…,
2588,Sun Dec 01 07:25:51 +0000 2013,FLASH: Latest guidance --  #Denver may stay in single digits for *high* on Wed; may struggle to get &gt;0°F Thu! #COwx #weather #Boulder #COLD,
2589,Sun Dec 01 05:01:55 +0000 2013,#Fate #Atropos #Boulder #Colorado @ Fate Brewing Company http://t.co/bTXGdSaoKE,
2590,Sun Dec 01 04:18:43 +0000 2013,"0z GFS still quite bullish w/ precip Wed/Thu in #Denver; 0.60"" QPF during this period. *IF* it verifies would mean ≧9"" #snow #COwx #weather",
2591,Sun Dec 01 07:37:15 +0000 2013,"RT @coloradowx: Latest NWS fcst disco: ""...this will be the strongest #Arctic outbreak that we have seen in almost 3 years."" #COwx #weather…",
2592,Sat Nov 30 21:20:36 +0000 2013,"Follow our MAD exploits in #Boulder, #Colorado this week with hashtag #MADNOISEboulder!!","{'type': 'Point', 'coordinates': [-104.67351615, 39.84835578]}"
2593,Sun Dec 01 03:30:43 +0000 2013,"Eargasms, amongst other -gasms. @pressplaybar #pressplaybar #boulder #saturday #pressplay http://t.co/z2xlN2WXQJ",
2594,Sat Nov 30 00:23:15 +0000 2013,Even relatively light amounts of QPF may produce decent  #snow 2nd half of work week for #Denver. Ratios likely to reach 30:1 #COwx #weather,
2595,Fri Nov 29 17:39:14 +0000 2013,RT @BrendansWeather: Great weather for the last weekend of Nov! Tracking cold in the 7day :: http://t.co/61r7vcoHK1 #cowx http://t.co/3iBPp…,
2596,Sat Nov 30 03:23:40 +0000 2013,Ouch.  #Everycolor oops. #climber #boulder  (at Happy Boulders) http://t.co/Lsugdyo0t2,
2597,Fri Nov 29 22:53:00 +0000 2013,New daddy date tradition! #Boulder #nutcracker @ Macky Auditorium http://t.co/cPeEee9jw9,"{'type': 'Point', 'coordinates': [-105.27275562, 40.00986678]}"
2598,Sat Nov 30 06:17:43 +0000 2013,RT @mitchellbyars: Because #Boulder RT @pwostenberg: #OnlyInBoulder  A bike pulling a Christmas tree on a trailer,
2599,Fri Nov 29 07:27:55 +0000 2013,0z ECMWF suggests #Denver may not make it above 10°F all of next weekend... #COwx #weather #Arctic #COLD,
2600,Sat Nov 30 05:08:17 +0000 2013,"#Dog Sophie enjoying Fruita, #Colorado's first snow on Saturday, courtesy: Tami Roberts #COwx #WesternSlope #GJCO http://t.co/6VaQvAR6Rq",
2601,Fri Nov 29 15:46:45 +0000 2013,FIT is the new black.  Enjoy 20% off your entire purchase!! We are open 9am-8pm today! #BlackFriday #Boulder,"{'type': 'Point', 'coordinates': [-105.2805128, 40.01811495]}"
2602,Fri Nov 29 14:37:23 +0000 2013,Tired of shopping? #TakeaBreak #BlackFriday http://t.co/raE3ifJSJ4 #Boulder @ILoveLocal,
2603,Sat Nov 30 00:53:15 +0000 2013,"Hey #boulder, what’s with all the people roaming Pearl Street dressed as Santa?",
2604,Thu Nov 28 22:40:41 +0000 2013,What are you thankful for this year? #givethanks #boulder #japango,
2605,Fri Nov 29 17:15:07 +0000 2013,"Beautiful Weekend on Tap for Colorado, Cold Lurks: http://t.co/85Yn9TT4BD #cowx #Denver #Boulder http://t.co/fiHQ049VQU",
2606,Fri Nov 29 17:06:41 +0000 2013,"Foggy in Glade Park, #Colorado this morning, courtesy: Sonia R Boldra #COwx #WesternSlope http://t.co/Wlr5PTJIg3",
2607,Sat Nov 30 05:00:17 +0000 2013,(1/2) Latest run of the GFS (0z) has #Denver ≦32°F from this Tue night straight through end of model run -- 13 days later. #COwx #weather,
2608,Fri Nov 29 07:27:02 +0000 2013,0z GFS :: #Denver ≦32°F for over a week ~12/5-12/12; lowest temp -23°F. Meanwhile 0z ECMWF :: 48+ hrs ≦10°F ~12/6-12/8. #COwx #weather #COLD,
2609,Fri Nov 29 19:02:36 +0000 2013,Bouldering #Boulder http://t.co/2dl0iSbNJU,"{'type': 'Point', 'coordinates': [-105.2814936, 39.98699988]}"
2610,Fri Nov 29 07:37:54 +0000 2013,"#Denver could push 70°F next Monday before falling into the icebox by Wednesday, w/ over a week below freezing possible... #COwx #weather",
2611,Fri Nov 29 22:18:52 +0000 2013,"Incredible wintry sunrise on Thanksgiving day #COwx @ Whitewater, CO http://t.co/wWHnAcxeJT","{'type': 'Point', 'coordinates': [-108.41646885, 38.99025165]}"
2612,Fri Nov 29 19:59:14 +0000 2013,RT @mitchellbyars: I guess this is the sign-saying of the day at #Boulder WalMart protest http://t.co/zbQV9seHUB,
2613,Fri Nov 29 17:15:33 +0000 2013,Low clouds and fog shroud #WesternSlope lower valleys this morning...  https://t.co/vbTKAbDuKe #COwx #Colorado #GJCO #MontroseCO,
2614,Fri Nov 29 00:07:52 +0000 2013,Thankful to live in #Boulder http://t.co/oc5QZycN8Q,"{'type': 'Point', 'coordinates': [-105.28082572, 40.04146138]}"
2615,Fri Nov 29 19:59:43 +0000 2013,RT @mitchellbyars: Manager from @McGuckins came out to support #Boulder WalMart protestors http://t.co/iqe4ERRLQ5,
2616,Fri Nov 29 23:36:15 +0000 2013,Another 60 degree spring like day in #Boulder.,"{'type': 'Point', 'coordinates': [-105.14928895, 40.09464102]}"
2617,Fri Nov 29 22:49:36 +0000 2013,"Beautiful, sunny day in Boulder with shiny, happy people everywhere! #pearlstreet #boulder #lifeisgood http://t.co/yF2BoE24lT",
2618,Sat Nov 30 03:20:26 +0000 2013,I went to WallMart in #boulder today....the place was empty.,
2619,Fri Nov 29 17:49:49 +0000 2013,"Mesa Verde through the mist on Monday, courtesy: Vandy Brinlee #COwx #FourCorners #WesternSlope #Colorado http://t.co/u6OpedS1kE",
2620,Fri Nov 29 16:05:05 +0000 2013,"RT @dailycamera: After flood-dampened Open Studios, #Boulder's OpenArts seeking donation help http://t.co/5LDW6u5n9O via @RubinoJC",
2621,Sat Nov 30 05:42:28 +0000 2013,I just love this so much😊❄ #snowboarding #winter #snow #boulder @ Big Boulder http://t.co/Qk1aVJlVFo,"{'type': 'Point', 'coordinates': [-75.96203613, 41.54404449]}"
2622,Fri Nov 29 20:30:59 +0000 2013,Just completed a 4.01 mi run - Great #boulder run.  Now off to @spg westin riverfront for a little s ... http://t.co/0oSeZG7P4W #RunKeeper,
2623,Thu Nov 28 20:55:38 +0000 2013,"@thewmo Yes. Most models show a chance for #snow ~12/4-12/6, as the bitter cold begins to push into the region... #COwx #weather #Denver",
2624,Fri Nov 29 22:06:25 +0000 2013,At the top of Flagstaff Mountain. #hiking #Boulder http://t.co/w8W6MifDUs,
2625,Sat Nov 30 00:31:07 +0000 2013,RT @BrianBledsoe: @coloradowx LONG duration light upslope/Arctic air events are notorious for overachieving due to high ratios. #cowx #fluf…,
2626,Fri Nov 29 06:08:06 +0000 2013,I am already getting excited about next week. Looks like cold and snow will return to Colorado!!! Hang the Christmas lights this wknd! #cowx,
2627,Fri Nov 29 01:30:54 +0000 2013,"Stunning view from Slick Rock Hill this morning over a foggy Disappointment Valley, courtesy: Mary Randolph #COwx http://t.co/rIlw5lU7LA",
2628,Sat Nov 30 05:56:39 +0000 2013,"RT @coloradowx: (2/2) Latest run of the GFS (0z) produces 0.55"" of QPF for #Denver late Tue thru Fri of next week. Ratios liable to be &gt;20:…",
2629,Fri Nov 29 01:14:22 +0000 2013,"Top analog for 8 days out = Dec 7, 1972 --&gt; #Denver had a high of 12°F &amp; overnight low of -9°F #COwx #weather #COLD http://t.co/In3J70lgwY",
2630,Thu Nov 28 21:02:11 +0000 2013,Sunny reflection #nofilter #mountains #nature #boulder #waldenpond @ Walden Ponds Wildlife Habitat http://t.co/TJ6fOExaAg,"{'type': 'Point', 'coordinates': [-105.18353756, 40.04444135]}"
2631,Fri Nov 29 20:09:37 +0000 2013,RT @mitchellbyars: I'm guessing this guy isn't a big #BlackFriday shopper. #Boulder WalMart protest. http://t.co/nD8ext3tl0,
2632,Fri Nov 29 18:32:46 +0000 2013,Black Friday shopping in #Boulder with my Mom &amp; sisters. Finding some nice deals so far although the crowds are definitely picking up.,"{'type': 'Point', 'coordinates': [-105.25581871, 40.01875969]}"
2633,Sat Nov 30 05:30:03 +0000 2013,"Colorful clouds over #Colorado's De Beque Canyon on Thursday, courtesy: Linda Brumback #COwx #WesternSlope #GJCO http://t.co/Ho0qq9G8vk",
2634,Sat Nov 30 01:59:52 +0000 2013,"RT @PabloSpencer: Low lying cloud was frosting everything in sight #COwx #XperiaZ @ Montrose, CO http://t.co/IwP2xvccPs",
2635,Fri Nov 29 01:54:49 +0000 2013,#WesternSlope forecast calling for decreasing clouds and seasonable temps... fog in the Grand Valley. https://t.co/K4MCT5VjjN #COwx #GJCO,
2636,Sat Nov 30 00:35:52 +0000 2013,"Low lying cloud was frosting everything in sight #COwx #XperiaZ @ Montrose, CO http://t.co/IwP2xvccPs","{'type': 'Point', 'coordinates': [-107.87724495, 38.47845399]}"
2637,Fri Nov 29 18:54:25 +0000 2013,RT @mitchellbyars: Small group protesting #Boulder WalMart Neighborhood Market on #BlackFriday http://t.co/sxwGZgQyyM,
2638,Fri Nov 29 19:18:35 +0000 2013,Latest 12z ECMWF suggests #Denver could spent 5 days or more below 20°F from around ~12/5 to 12/10 #COwx #weather #Arctic #COLD,
2639,Sat Nov 30 00:17:59 +0000 2013,GFS continues to sugest long-lived #snow event ~12/4-12/9 &amp; up to a week of ≦32°F for #Denver ~12/4-12/11; lowest temp -22°F #COwx #weather,
2640,Fri Nov 29 20:12:36 +0000 2013,@mitchellbyars your continuing coverage of the ridiculous #Boulder WalMart protests are making my day. #hilarious #homesick,
2641,Sat Nov 30 05:15:09 +0000 2013,German pride. #boulder @ Bohemian Biergarten http://t.co/GdGKoJ8A26,"{'type': 'Point', 'coordinates': [-105.27911567, 40.01866489]}"
2642,Sat Nov 30 03:34:25 +0000 2013,@HomeDepot #letsdothis final kitchen mouldings are in #Boulder,
2643,Fri Nov 29 00:47:45 +0000 2013,It made it to 51° today in #Denver (at #DIA). That compares to 'normal' for date of 46° &amp; yesterday's very mild high of 65°. #COwx #weather,
2644,Fri Nov 29 18:08:49 +0000 2013,"RT @johndissauer: 52° temperature spread in just 80 miles. Amazing what snow, mountains &amp; a valley can do. #COwx http://t.co/oBHIoA018C",
2645,Sat Nov 30 05:01:42 +0000 2013,"(2/2) Latest run of the GFS (0z) produces 0.55"" of QPF for #Denver late Tue thru Fri of next week. Ratios liable to be &gt;20:1. #COwx #weather",
2646,Sat Nov 30 04:51:53 +0000 2013,Cheers from Q's!! #Thanksgiving #Boulder #Boulderado http://t.co/ZruWVycov5,"{'type': 'Point', 'coordinates': [-105.25051073, 40.09446503]}"
2647,Sat Nov 30 05:34:19 +0000 2013,"@mattcale52 Not unprecedented, but certainly doesn't happen every winter; I'll try &amp; look back at some stats &amp; get back to you! #COwx",
2648,Sat Nov 30 05:55:36 +0000 2013,RT @NWSBoulder: An arctic cold front will bring snow and much colder temperatures to northern Colorado beginning Tuesday night. #COwx http:…,
2649,Sat Nov 30 00:42:12 +0000 2013,You can be sure @weather5280  @MattMakens247Wx @BrendansWeather &amp; I will be all over next week's Arctic blast &amp; #snow #COwx #weather #Denver,
2650,Fri Nov 29 20:17:55 +0000 2013,"...so, it's conceivable that highs a week from today will be some 50°F colder than today. #COwx #weather #Denver #Arctic #COLD",
2651,Fri Nov 29 07:28:08 +0000 2013,RT @coloradowx: 0z ECMWF suggests #Denver may not make it above 10°F all of next weekend... #COwx #weather #Arctic #COLD,
2652,Fri Nov 29 18:32:33 +0000 2013,"The one thing that makes this the perfect day in #Boulder ?
A home game at #Folsom field vs. Nebraska #GoBuffs",
2653,Fri Nov 29 20:02:22 +0000 2013,RT @NWSWPC: 95 degree F temp range across the CONUS over the past 24 hours. Check out the National High/Low http://t.co/zH0QSuLrkd #cowx #f…,
2654,Fri Nov 29 20:07:25 +0000 2013,"Catch up on local news from #Boulder, #Colorado here! http://t.co/WnY67cHQUl","{'type': 'Point', 'coordinates': [-105.285131, 40.017235]}"
2655,Sat Nov 30 01:27:49 +0000 2013,Any #Boulder friends have an iron I could borrow to smooth out a sofa cover?,
2656,Fri Nov 29 07:28:03 +0000 2013,RT @coloradowx: 0z GFS :: #Denver ≦32°F for over a week ~12/5-12/12; lowest temp -23°F. Meanwhile 0z ECMWF :: 48+ hrs ≦10°F ~12/6-12/8. #CO…,
2657,Fri Nov 29 19:14:42 +0000 2013,RT @johndissauer: Temperatures could drop 60° in a roughly 60 hour period next week. COLD air to arrive Thursday. #COwx @KOAA_5,
2658,Sat Nov 30 01:40:20 +0000 2013,"Deep valley clouds on #Colorado's #WesternSlope today, but sunny up high! Courtesy, Allen Lefever #COwx http://t.co/I2JIoWNeBN",
2659,Sat Nov 30 02:38:40 +0000 2013,RT @coloradowx: GFS continues to sugest long-lived #snow event ~12/4-12/9 &amp; up to a week of ≦32°F for #Denver ~12/4-12/11; lowest temp -22°…,
2660,Sat Nov 30 05:47:50 +0000 2013,"Colorful clouds over #Colorado's De Beque Canyon on Thursday, courtesy: Linda Brumback #COwx #WesternSlope #GJCO http://t.co/jfnTAYZpPK",
2661,Fri Nov 29 23:24:30 +0000 2013,"@bruvs, we are @incredibowl a #Boulder based company, winner of 16 #CannabisCups and want to take #MMJ seriously. How can we work together?",
2662,Sat Nov 30 05:35:08 +0000 2013,MT @NWSBoulder: An arctic cold front brings #snow &amp; much colder temps to northern #Colorado starting Tue night. #COwx http://t.co/NG2Jh4Fsxn,
2663,Sat Nov 30 05:33:48 +0000 2013,RT @NWSBoulder: An arctic cold front will bring snow and much colder temperatures to northern Colorado beginning Tuesday night. #COwx http:…,
2664,Fri Nov 29 17:41:22 +0000 2013,Sleep in a little longer today! #holiday #boulder #blackfriday #japango,
2665,Sat Nov 30 02:32:09 +0000 2013,"@weather5280, @MattMakens247Wx @coloradowx  &amp; I will have full coverage of the arctic outbreak and extended light snow event coming to #cowx",
2666,Sat Nov 30 05:56:34 +0000 2013,RT @coloradowx: (1/2) Latest run of the GFS (0z) has #Denver ≦32°F from this Tue night straight through end of model run -- 13 days later. …,
2667,Fri Nov 29 19:41:22 +0000 2013,"After all that turkey, you might need something light like #sushi tonight!! #japango #blackfriday #boulder",
2668,Sat Nov 30 04:58:49 +0000 2013,"Emerging from the mist on Lands End Road this AM, courtesy: Allen Lefever #COwx #WesternSlope #Colorado http://t.co/kTF475Eb02",
2669,Sat Nov 30 00:40:31 +0000 2013,Escape the #BlackFriday madness with a #sake #cocktail! #japango #boulder #pearlst,
2670,Fri Nov 29 20:54:41 +0000 2013,RT @dailycamera: 'We don't want them here': Protesters picket #Boulder's Walmart on Black Friday http://t.co/ppYj5iT6gt via @mitchellbyars,
2671,Thu Nov 28 23:27:40 +0000 2013,Paling cantikk deh(miripp aj ne be3 heheh)mana cew mna cowx heeh #ppi08♡ @ Alun-Alun Utara Jogja http://t.co/BwjkaJTBFv,"{'type': 'Point', 'coordinates': [110.36795745, -7.80288022]}"
2672,Fri Nov 29 21:41:36 +0000 2013,#worldsbestmargarita #quesoatomica #runways #boulder #pearlstreetmall @ Rio Grande http://t.co/nvZzA9uYzj,"{'type': 'Point', 'coordinates': [-105.280816, 40.01690602]}"
2673,Fri Nov 29 18:59:55 +0000 2013,RT @mitchellbyars: I'm guessing this guy isn't a big #BlackFriday shopper. #Boulder WalMart protest. http://t.co/nD8ext3tl0,
2674,Fri Nov 29 04:48:49 +0000 2013,"Wintry sunrise on my road trip to Salida, @Colorado #NoFilter #COwx

http://t.co/oWlLRFlih5","{'type': 'Point', 'coordinates': [-105.9909256, 38.5372521]}"
2675,Fri Nov 29 20:16:19 +0000 2013,"#Denver 62° at 1pm. GFS MOS guidance says high of 25°F a week from today, but I think we may end up 10-15°F colder than that! #COwx #weather",
2676,Fri Nov 29 07:39:26 +0000 2013,Fcst temps ahead of a strong cold front often bust warm/high; could happen early next week before Arctic cold invades #Denver #COwx #weather,
2677,Fri Nov 29 04:24:57 +0000 2013,Thanksgiving with a view #Rockies #boulder #friendsgiving #colorado #turkeyday @ Boulder Heights http://t.co/UaEfDSdRpq,"{'type': 'Point', 'coordinates': [-105.33533821, 40.08464503]}"
2678,Thu Nov 28 02:29:48 +0000 2013,MT via @ivywanders #Snow on #Colorado's Book Cliffs from the Grand Valley Saturday. http://t.co/pHUOzL3ACb #COwx #WesternSlope #GJCO,
2679,Wed Nov 27 17:01:19 +0000 2013,"First #snow on #Colorado's Grand Mesa back in September, courtesy: Klaus Alfred Girk #COwx #WesternSlope http://t.co/3HdZxMWCe6",
2680,Thu Nov 28 06:00:22 +0000 2013,Jameson didn't get the memo about the trail being closed. #Boulder #hiking #labrador #labsofinstagram… http://t.co/i5iVN17T7W,"{'type': 'Point', 'coordinates': [-105.29430277, 40.02079295]}"
2681,Wed Nov 27 22:45:56 +0000 2013,RT @BrendansWeather: 100 Year Anniversary of Denver's Snowiest Snowstorm: http://t.co/hB6OI95oSe Where were you when this happened? #cowx h…,
2682,Thu Nov 28 18:11:04 +0000 2013,"For those playing along: 12z GFS has #Denver ≦32°F from ~12/4-12/11, w/ lowest temp during that time -20°F. #COwx #weather #Arctic #COLD",
2683,Thu Nov 28 20:54:39 +0000 2013,More #waldenpond #nofilter #nature #boulder @ Walden Ponds Wildlife Habitat http://t.co/k6coVa57BC,"{'type': 'Point', 'coordinates': [-105.18353756, 40.04444135]}"
